id,kategori,judul,isi,tanggal,sumber,sentimen,kata_kunci
109,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-08-12,Finansial News,negatif,"inflasi, defisit, utang, krisis, pelemahan"
143,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-02-02,Market Insight,positif,"pasar saham, investasi, pertumbuhan, stabilitas, rupiah"
192,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-04-27,Market Insight,negatif,"PHK, defisit, krisis, utang, pelemahan"
192,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-04-27,Market Insight,negatif,"PHK, defisit, krisis, utang, pelemahan"
400,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-17,Finansial News,positif,"stabilitas, peningkatan, rupiah, pertumbuhan, surplus"
420,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-02-10,Finansial News,positif,"investasi, surplus, peningkatan, pertumbuhan, pasar saham"
364,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-05-15,Finansial News,positif,"pasar saham, investasi, pertumbuhan, rupiah, peningkatan"
196,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-10-03,Bisnis Today,positif,"investasi, stabilitas, pasar saham, peningkatan, pertumbuhan"
317,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-12-19,Finansial News,positif,"rupiah, peningkatan, surplus, stabilitas, pasar saham"
453,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-14,Ekonomi Update,positif,"pasar saham, surplus, peningkatan, rupiah, pertumbuhan"
116,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-20,Bisnis Today,positif,"stabilitas, investasi, peningkatan, rupiah, pertumbuhan"
36,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-08-31,Ekonomi Update,negatif,"krisis, defisit, penurunan, utang, PHK"
74,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-22,Market Insight,positif,"pasar saham, stabilitas, investasi, pertumbuhan, rupiah"
391,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-03-07,Bisnis Today,positif,"peningkatan, stabilitas, pertumbuhan, rupiah, pasar saham"
171,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-14,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, investasi, peningkatan"
191,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-01-05,Bisnis Today,positif,"surplus, stabilitas, pertumbuhan, pasar saham, rupiah"
16,ekonomi,Rupiah Melemah Terhadap Dolar AS,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-09-01,Bisnis Today,negatif,"PHK, utang, penurunan, inflasi, pelemahan"
348,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-07-18,Investor Daily,positif,"surplus, pasar saham, pertumbuhan, peningkatan, investasi"
166,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-09-21,Finansial News,positif,"pasar saham, surplus, pertumbuhan, rupiah, stabilitas"
130,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-03-10,Ekonomi Update,negatif,"penurunan, PHK, inflasi, krisis, defisit"
49,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-03-08,Investor Daily,positif,"pasar saham, peningkatan, investasi, stabilitas, surplus"
282,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-06-30,Bisnis Today,negatif,"krisis, penurunan, defisit, inflasi, pelemahan"
320,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-07-29,Ekonomi Update,positif,"stabilitas, surplus, pasar saham, peningkatan, investasi"
271,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-05-20,Ekonomi Update,positif,"peningkatan, pasar saham, rupiah, investasi, pertumbuhan"
145,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-10-01,Bisnis Today,positif,"rupiah, pertumbuhan, investasi, surplus, peningkatan"
171,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-14,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, investasi, peningkatan"
316,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-08,Market Insight,positif,"surplus, pertumbuhan, stabilitas, rupiah, pasar saham"
382,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-11-03,Finansial News,positif,"investasi, stabilitas, rupiah, peningkatan, surplus"
129,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-04-28,Bisnis Today,negatif,"pelemahan, inflasi, penurunan, defisit, krisis"
321,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-03-25,Market Insight,positif,"pertumbuhan, stabilitas, peningkatan, pasar saham, rupiah"
113,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-01-07,Investor Daily,positif,"stabilitas, pasar saham, investasi, pertumbuhan, peningkatan"
371,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2025-07-27,Market Insight,negatif,"pelemahan, PHK, defisit, inflasi, utang"
186,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-24,Ekonomi Update,positif,"stabilitas, pertumbuhan, investasi, peningkatan, pasar saham"
362,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-09-14,Market Insight,positif,"pertumbuhan, investasi, surplus, stabilitas, rupiah"
379,ekonomi,Rupiah Melemah Terhadap Dolar AS,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-03-11,Market Insight,negatif,"utang, inflasi, defisit, PHK, penurunan"
12,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-06-11,Investor Daily,positif,"surplus, pertumbuhan, investasi, stabilitas, peningkatan"
369,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-08-31,Bisnis Today,negatif,"PHK, defisit, penurunan, pelemahan, inflasi"
389,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-03-17,Finansial News,negatif,"inflasi, krisis, pelemahan, PHK, defisit"
301,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-08-16,Investor Daily,positif,"stabilitas, pertumbuhan, peningkatan, pasar saham, investasi"
286,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-05-23,Investor Daily,positif,"surplus, rupiah, stabilitas, peningkatan, investasi"
159,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-21,Finansial News,positif,"investasi, surplus, pasar saham, stabilitas, pertumbuhan"
8,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-01-18,Ekonomi Update,positif,"peningkatan, surplus, investasi, pasar saham, stabilitas"
160,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2025-04-12,Finansial News,negatif,"penurunan, PHK, krisis, inflasi, pelemahan"
47,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-11-13,Ekonomi Update,negatif,"penurunan, defisit, krisis, utang, pelemahan"
53,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-01-02,Finansial News,negatif,"utang, pelemahan, penurunan, defisit, inflasi"
286,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-05-23,Investor Daily,positif,"surplus, rupiah, stabilitas, peningkatan, investasi"
372,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-08-05,Investor Daily,positif,"pasar saham, rupiah, peningkatan, investasi, surplus"
421,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-01-12,Market Insight,negatif,"krisis, PHK, utang, pelemahan, inflasi"
82,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-04-20,Ekonomi Update,negatif,"pelemahan, utang, inflasi, krisis, defisit"
382,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-11-03,Finansial News,positif,"investasi, stabilitas, rupiah, peningkatan, surplus"
164,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-12-30,Bisnis Today,negatif,"penurunan, utang, defisit, pelemahan, krisis"
459,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-11-30,Investor Daily,negatif,"krisis, utang, pelemahan, penurunan, inflasi"
38,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2023-09-22,Ekonomi Update,negatif,"inflasi, pelemahan, PHK, utang, krisis"
242,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-09-09,Investor Daily,positif,"pasar saham, rupiah, investasi, surplus, peningkatan"
420,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-02-10,Finansial News,positif,"investasi, surplus, peningkatan, pertumbuhan, pasar saham"
221,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2025-06-12,Finansial News,negatif,"utang, inflasi, penurunan, pelemahan, defisit"
102,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-12-01,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, pasar saham"
122,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-11-19,Ekonomi Update,positif,"pasar saham, stabilitas, pertumbuhan, surplus, rupiah"
191,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-01-05,Bisnis Today,positif,"surplus, stabilitas, pertumbuhan, pasar saham, rupiah"
363,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-03-17,Finansial News,positif,"pasar saham, pertumbuhan, peningkatan, surplus, rupiah"
96,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-02-17,Bisnis Today,negatif,"inflasi, defisit, PHK, utang, penurunan"
388,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-08-06,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, peningkatan, surplus"
294,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-01-15,Investor Daily,positif,"stabilitas, pertumbuhan, rupiah, investasi, peningkatan"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
58,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-05-06,Bisnis Today,negatif,"utang, defisit, krisis, penurunan, inflasi"
58,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-05-06,Bisnis Today,negatif,"utang, defisit, krisis, penurunan, inflasi"
127,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-07-09,Ekonomi Update,positif,"investasi, pasar saham, stabilitas, surplus, pertumbuhan"
429,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-04-28,Ekonomi Update,negatif,"defisit, pelemahan, krisis, PHK, utang"
433,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-01,Finansial News,positif,"pasar saham, surplus, peningkatan, rupiah, pertumbuhan"
341,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-10-03,Bisnis Today,negatif,"pelemahan, PHK, inflasi, penurunan, krisis"
162,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-01-18,Bisnis Today,positif,"pasar saham, rupiah, stabilitas, pertumbuhan, investasi"
367,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-03-29,Market Insight,negatif,"penurunan, utang, krisis, pelemahan, defisit"
150,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-01-08,Bisnis Today,positif,"stabilitas, investasi, pertumbuhan, peningkatan, surplus"
426,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-08-14,Market Insight,positif,"investasi, rupiah, pasar saham, pertumbuhan, peningkatan"
47,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-11-13,Ekonomi Update,negatif,"penurunan, defisit, krisis, utang, pelemahan"
348,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-07-18,Investor Daily,positif,"surplus, pasar saham, pertumbuhan, peningkatan, investasi"
256,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2023-12-07,Investor Daily,negatif,"pelemahan, PHK, krisis, penurunan, defisit"
355,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-05-01,Ekonomi Update,positif,"pasar saham, peningkatan, rupiah, investasi, surplus"
308,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-07-22,Market Insight,negatif,"pelemahan, utang, krisis, inflasi, defisit"
117,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2023-01-21,Bisnis Today,negatif,"pelemahan, defisit, krisis, inflasi, utang"
220,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-01-15,Finansial News,positif,"investasi, pasar saham, surplus, peningkatan, stabilitas"
106,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-07-14,Bisnis Today,positif,"stabilitas, surplus, rupiah, investasi, pertumbuhan"
135,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-08-21,Market Insight,negatif,"inflasi, penurunan, krisis, pelemahan, defisit"
352,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2025-02-22,Market Insight,negatif,"defisit, krisis, inflasi, penurunan, utang"
66,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-06-07,Finansial News,negatif,"krisis, pelemahan, inflasi, utang, penurunan"
82,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-04-20,Ekonomi Update,negatif,"pelemahan, utang, inflasi, krisis, defisit"
9,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-01-26,Finansial News,positif,"pertumbuhan, investasi, peningkatan, stabilitas, surplus"
102,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-12-01,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, pasar saham"
223,ekonomi,Rupiah Melemah Terhadap Dolar AS,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-06-04,Market Insight,negatif,"krisis, defisit, utang, PHK, inflasi"
448,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-02-09,Bisnis Today,positif,"rupiah, pertumbuhan, peningkatan, stabilitas, surplus"
316,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-08,Market Insight,positif,"surplus, pertumbuhan, stabilitas, rupiah, pasar saham"
151,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-01-18,Finansial News,negatif,"krisis, penurunan, inflasi, pelemahan, defisit"
368,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-06-26,Ekonomi Update,negatif,"utang, krisis, penurunan, inflasi, defisit"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
455,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-06-29,Investor Daily,positif,"peningkatan, surplus, investasi, stabilitas, pasar saham"
391,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-03-07,Bisnis Today,positif,"peningkatan, stabilitas, pertumbuhan, rupiah, pasar saham"
215,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-04-05,Market Insight,positif,"peningkatan, stabilitas, pasar saham, surplus, investasi"
349,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-07-08,Investor Daily,positif,"peningkatan, surplus, pertumbuhan, pasar saham, stabilitas"
133,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-10-23,Finansial News,negatif,"utang, PHK, penurunan, pelemahan, defisit"
317,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-12-19,Finansial News,positif,"rupiah, peningkatan, surplus, stabilitas, pasar saham"
27,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-03,Finansial News,positif,"investasi, peningkatan, stabilitas, rupiah, pertumbuhan"
395,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-07-16,Bisnis Today,positif,"rupiah, pasar saham, stabilitas, peningkatan, investasi"
300,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-02-12,Finansial News,positif,"pertumbuhan, surplus, stabilitas, investasi, rupiah"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
83,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-02-12,Market Insight,negatif,"utang, inflasi, pelemahan, penurunan, PHK"
